日付,場名,R,競走名,条件,格,距離,馬場,状態,天候,出走馬名,騎手,性齢,斤量,頭数,人気,単勝,結果,タイム,上り,着差,馬体重,増減,賞金,Rt,管理調教師,母父名,venue_type,race_class
2026-04-11,福島,3,3歳未勝利,3歳未勝利牝,,1800,芝,良,晴,ヴィーラー,黛弘人,牝3,55.0,16,10,30.2,10,1:48.3,36.3,0.7,424,初出走,0,,矢作芳人,Easing Along,中央,条件・未勝利
2026-04-11,福島,5,3歳未勝利,3歳未勝利,,2000,芝,良,晴,オートカリテ,富田暁,牝3,55.0,16,9,43.7,4,2:00.4,35.7,0.4,510,0,890000,,牧光二,Quality Road,中央,条件・未勝利
2026-04-11,福島,5,3歳未勝利,3歳未勝利,,2000,芝,良,晴,ルシアージュ,丸山元気,牝3,55.0,16,7,28.8,6,2:00.8,35.8,0.8,434,-2,0,,高柳瑞樹,エイシンフラッシュ,中央,条件・未勝利
2026-04-11,福島,6,3歳未勝利,3歳未勝利,,2600,芝,良,晴,アルタティール,長浜鴻緒,牡3,55.0,15,14,110.8,5,2:41.2,36.0,0.9,422,-6,590000,,手塚貴久,Poet's Voice,中央,条件・未勝利
2026-04-11,阪神,2,3歳未勝利,3歳未勝利,,1400,ダート,重,晴,レッドピアレス,西村淳也,牡3,57.0,16,6,20.4,12,1:26.0,39.5,2.8,474,初出走,0,,中内田充正,Mr. Greeley,中央,条件・未勝利
2026-04-11,阪神,3,3歳未勝利,3歳未勝利,,1800,ダート,重,晴,サンライズレマ,吉村誠之助,牡3,57.0,13,7,76.0,10,1:55.8,41.7,4.0,486,-4,0,,石坂公一,ジャスタウェイ,中央,条件・未勝利
2026-04-11,阪神,4,3歳未勝利,3歳未勝利,,2000,芝,稍重,晴,コスモフィレンツェ,幸英明,牡3,57.0,16,2,2.9,4,2:01.7,36.1,0.5,494,6,890000,,北出成人,Nathaniel,中央,条件・未勝利
2026-04-12,阪神,5,3歳1勝クラス,3歳1勝,,1400,ダート,稍重,晴,ポッドリプル,荻野極,牡3,57.0,16,4,6.0,2,1:24.0,36.3,0.2,464,-2,3300000,,辻野泰之,Charm Spirit,中央,条件・未勝利
2026-04-12,阪神,9,忘れな草賞,3歳OP牝,L,2000,芝,良,晴,バースデイフライト,田口貫太,牝3,55.0,14,10,39.1,6,2:00.2,36.4,1.1,448,-4,0,92,新谷功一,War Front,中央,リステッド
2026-04-12,阪神,9,忘れな草賞,3歳OP牝,L,2000,芝,良,晴,ウィズクィーン,武豊,牝3,55.0,14,12,65.5,8,2:00.4,36.1,1.3,430,-2,0,91,上村洋行,ロードカナロア,中央,リステッド
2026-04-17,金沢,2,3歳B4,3歳B4,,1400,ダート,良,曇,フィオーレクラウド,吉原寛人,牝3,55.0,9,2,3.4,3,1:35.4,39.8,0.4,466,20,77000,,加藤和義,シンボリクリスエス,地方,条件・未勝利
2026-04-18,中山,1,3歳未勝利,3歳未勝利牝,,1200,ダート,良,曇,エコロセレナ,岩田康誠,牝3,55.0,15,4,11.0,2,1:12.2,37.5,0.1,468,8,2400000,,斎藤誠,アドマイヤムーン,中央,条件・未勝利
2026-04-18,中山,6,3歳1勝クラス,3歳1勝牝,,1800,芝,良,晴,ルージュボヤージュ,戸崎圭太,牝3,55.0,6,2,2.4,1,1:49.4,33.1,0.0,472,-10,8200000,,木村哲也,Orpen,中央,条件・未勝利
2026-04-18,福島,2,3歳未勝利,3歳未勝利牝,,2000,芝,良,晴,ボーントゥラブユー,舟山瑠泉,牝3,53.0,16,7,17.1,7,2:00.5,36.2,0.8,472,-8,0,,小笠倫弘,Street Cry,中央,条件・未勝利
2026-04-18,阪神,1,3歳未勝利,3歳未勝利牝,,1800,ダート,良,晴,アグレイビューティ,岩田望来,牝3,55.0,15,2,3.8,1,1:54.7,37.4,-0.1,466,-2,5900000,,上村洋行,Mastercraftsman,中央,条件・未勝利
2026-04-18,阪神,1,3歳未勝利,3歳未勝利牝,,1800,ダート,良,晴,アオイハルカ,池添謙一,牝3,55.0,15,5,10.1,12,1:56.9,38.6,2.2,426,-4,0,,大久保龍志,キングカメハメハ,中央,条件・未勝利
2026-04-18,阪神,4,3歳未勝利,3歳未勝利,,1800,芝,良,晴,ウイルソン,松山弘平,牡3,57.0,18,2,4.4,3,1:46.0,34.2,0.2,474,-10,1500000,,杉山晴紀,キングカメハメハ,中央,条件・未勝利
2026-04-18,阪神,6,3歳1勝クラス,3歳1勝牝,,1800,ダート,良,晴,グラシアムヘール,西村淳也,牝3,55.0,15,6,10.6,7,1:53.7,39.1,1.5,480,-8,0,,藤原英昭,Quality Road,中央,条件・未勝利
2026-04-19,中山,1,3歳未勝利,3歳未勝利牝,,1800,ダート,良,晴,マーゴットガイア,西村淳也,牝3,55.0,12,2,4.2,3,1:55.0,38.2,0.1,482,6,1500000,,石坂公一,Camelot,中央,条件・未勝利
2026-04-19,阪神,2,3歳未勝利,3歳未勝利牝,,2000,芝,良,晴,ヒメヒオウギ,森田誠也,牝3,52.0,16,11,104.0,5,2:01.7,34.9,0.6,394,-2,590000,,中竹和也,ステイゴールド,中央,条件・未勝利
2026-04-25,京都,2,3歳未勝利,3歳未勝利,,1400,ダート,稍重,晴,シティプロスパー,酒井学,牝3,55.0,16,13,309.3,11,1:27.2,39.4,2.5,434,2,0,,小栗実,City Zip,中央,条件・未勝利
2026-04-25,京都,3,3歳未勝利,3歳未勝利牝,,1800,芝,良,晴,ヴィーラー,菱田裕二,牝3,55.0,15,8,23.6,12,1:46.8,35.8,1.2,426,2,0,,矢作芳人,Easing Along,中央,条件・未勝利
2026-04-25,京都,5,3歳未勝利,3歳未勝利,,2200,芝,良,晴,フウセン,鮫島克駿,牡3,57.0,12,1,2.9,1,2:12.5,34.7,-0.2,456,6,5900000,,杉山晴紀,Afleet Alex,中央,条件・未勝利
2026-04-25,京都,5,3歳未勝利,3歳未勝利,,2200,芝,良,晴,コスモフィレンツェ,幸英明,牡3,57.0,12,2,3.3,2,2:12.7,34.9,0.2,490,-4,2400000,,北出成人,Nathaniel,中央,条件・未勝利
2026-04-25,京都,5,3歳未勝利,3歳未勝利,,2200,芝,良,晴,スウィーティーベル,団野大成,牝3,55.0,12,6,18.4,4,2:13.1,35.1,0.6,400,2,590000,,田中克典,Star Dabbler,中央,条件・未勝利
2026-04-25,京都,6,3歳未勝利,3歳未勝利,,1600,芝,良,晴,サンライズレマ,鮫島克駿,牡3,57.0,16,9,43.1,11,1:33.7,35.5,1.4,482,-4,0,,石坂公一,ジャスタウェイ,中央,条件・未勝利
2026-04-25,東京,11,青葉賞,3歳OP,GII,2400,芝,良,晴,ゴーイントゥスカイ,武豊,牡3,57.0,18,4,8.1,1,2:23.0,33.4,-0.1,504,-8,55302000,113,上原佑紀,Tapit,中央,重賞
2026-04-25,東京,11,青葉賞,3歳OP,GII,2400,芝,良,晴,サガルマータ,横山武史,牡3,57.0,18,7,26.0,6,2:24.1,34.1,1.1,452,-8,0,100,福永祐一,City Banker,中央,重賞
2026-04-25,東京,11,青葉賞,3歳OP,GII,2400,芝,良,晴,カットソロ,津村明秀,牡3,57.0,18,11,49.4,9,2:24.6,34.8,1.6,506,-8,0,96,矢作芳人,キングヘイロー,中央,重賞
2026-04-25,東京,11,青葉賞,3歳OP,GII,2400,芝,良,晴,テルヒコウ,坂井瑠星,牡3,57.0,18,6,20.8,14,2:25.9,37.1,2.9,460,-8,0,85,矢作芳人,ヴィクトワールピサ,中央,重賞
2026-04-25,東京,5,3歳未勝利,3歳未勝利,,1400,芝,良,晴,アリアス,三浦皇成,牝3,55.0,18,8,20.9,5,1:22.0,34.2,0.7,424,-2,590000,,高柳瑞樹,シンボリクリスエス,中央,条件・未勝利
2026-04-25,東京,5,3歳未勝利,3歳未勝利,,1400,芝,良,晴,スターリットフレア,杉原誠人,牝3,55.0,18,7,19.7,18,1:23.2,34.5,1.9,480,初出走,0,,田中博康,Frankel,中央,条件・未勝利
2026-04-26,京都,2,3歳未勝利,3歳未勝利,,1800,ダート,良,晴,ゼランテ,武豊,牡3,57.0,15,4,14.2,4,1:55.3,38.8,0.8,488,2,890000,,松永幹夫,Uncle Mo,中央,条件・未勝利
2026-04-26,東京,4,3歳未勝利,3歳未勝利,,2400,芝,良,晴,ボンボンベイビー,M.ディー,牡3,57.0,10,8,34.6,8,2:27.8,35.5,2.1,448,-5,0,,矢作芳人,Galileo,中央,条件・未勝利
2026-04-26,福島,5,3歳未勝利,3歳未勝利,,1800,芝,良,晴,ヤマメホープ,吉田隼人,牡3,57.0,15,1,3.8,6,1:47.3,34.7,0.5,474,-4,0,,久保田貴士,Hard Spun,中央,条件・未勝利
2026-04-29,金沢,2,3歳B4,3歳B4,,1400,ダート,良,曇,フィオーレクラウド,加藤翔馬,牝3,55.0,8,1,1.1,1,1:37.5,40.2,-0.2,461,-5,430000,,加藤和義,シンボリクリスエス,地方,条件・未勝利
2026-05-02,京都,3,3歳未勝利,3歳未勝利牝,,1600,芝,稍重,晴,オーロラボレアリス,幸英明,牝3,55.0,18,6,11.7,11,1:34.6,33.9,0.6,468,0,0,,吉岡辰弥,To Honor and Serve,中央,条件・未勝利
2026-05-02,京都,3,3歳未勝利,3歳未勝利牝,,1600,芝,稍重,晴,ヴィーラー,角田大和,牝3,55.0,18,13,187.6,13,1:35.1,35.0,1.1,422,-4,0,,矢作芳人,Easing Along,中央,条件・未勝利
2026-05-02,京都,4,3歳未勝利,3歳未勝利,,1400,芝,稍重,晴,ゴッドアイ,松山弘平,牝3,55.0,18,3,4.6,4,1:20.7,34.3,0.3,426,4,890000,,杉山晴紀,アドマイヤムーン,中央,条件・未勝利
2026-05-02,京都,5,3歳未勝利,3歳未勝利,,2000,芝,良,晴,ロードスタニング,川田将雅,牡3,57.0,13,1,1.2,1,2:01.4,34.0,0.1,510,2,5900000,,杉山晴紀,キングカメハメハ,中央,条件・未勝利
2026-05-02,京都,7,3歳1勝クラス,3歳1勝,,1400,芝,良,晴,スウィッチインラヴ,北村友一,牝3,55.0,12,8,16.9,2,1:20.0,33.4,0.1,462,16,3300000,,矢作芳人,Galileo,中央,条件・未勝利
2026-05-02,新潟,6,3歳未勝利,3歳未勝利,,2200,芝,稍重,晴,アルタティール,上里直汰,牡3,54.0,14,12,72.8,11,2:18.9,37.1,1.9,422,0,0,,手塚貴久,Poet's Voice,中央,条件・未勝利
2026-05-02,東京,4,3歳未勝利,3歳未勝利,,2000,芝,良,晴,シーラス,D.レーン,牡3,57.0,10,2,3.9,10,2:03.9,37.5,3.6,450,初出走,0,,堀宣行,Violence,中央,条件・未勝利
2026-05-02,東京,5,3歳1勝クラス,3歳1勝,,1400,芝,良,晴,シャルトル,三浦皇成,牡3,57.0,18,9,28.6,5,1:21.8,33.3,0.4,452,-2,820000,,栗田徹,Uncle Mo,中央,条件・未勝利
2026-05-03,京都,4,3歳未勝利,3歳未勝利,,2400,芝,良,曇,マジョレルブルー,D.レーン,牡3,57.0,11,1,2.2,1,2:25.4,34.0,-0.2,478,0,5900000,,友道康夫,シンボリクリスエス,中央,条件・未勝利
2026-05-03,京都,4,3歳未勝利,3歳未勝利,,2400,芝,良,曇,ダノンミッドナイト,川田将雅,牡3,57.0,11,3,5.0,3,2:26.1,34.4,0.7,486,2,1500000,,中内田充正,キンシャサノキセキ,中央,条件・未勝利
2026-05-03,新潟,1,3歳未勝利,3歳未勝利牝,,2000,芝,稍重,晴,オートカリテ,富田暁,牝3,55.0,16,1,3.0,2,2:02.5,36.3,0.1,516,6,2400000,,牧光二,Quality Road,中央,条件・未勝利
2026-05-03,新潟,1,3歳未勝利,3歳未勝利牝,,2000,芝,稍重,晴,フロンテアムーン,上里直汰,牝3,52.0,16,6,14.4,7,2:02.7,36.2,0.3,408,8,0,,奥村武,メイショウサムソン,中央,条件・未勝利
2026-05-03,新潟,5,3歳未勝利,3歳未勝利,,1800,芝,良,晴,アスクブームキセキ,和田陽希,牡3,54.0,14,5,9.0,11,1:50.8,34.1,0.6,460,2,0,,藤原英昭,フジキセキ,中央,条件・未勝利
2026-05-03,東京,11,プリンシパルS,3歳OP,L,2000,芝,良,晴,エーデルゼーレ,佐々木大輔,牡3,57.0,15,2,6.0,3,1:58.8,33.8,0.3,460,-10,5346000,104,堀宣行,Curlin,中央,リステッド
2026-05-03,東京,11,プリンシパルS,3歳OP,L,2000,芝,良,晴,レッドラージャ,西塚洸二,牡3,57.0,15,13,54.8,5,1:59.1,33.8,0.6,514,8,2100000,100,友道康夫,Giant's Causeway,中央,リステッド
2026-05-03,東京,5,3歳未勝利,3歳未勝利,,1800,芝,良,曇,ユマハム,三浦皇成,牡3,57.0,15,4,7.0,3,1:48.0,34.8,0.5,464,2,1500000,,田中博康,Rainbow Quest,中央,条件・未勝利
2026-05-09,京都,11,京都新聞杯,3歳OP,GII,2200,芝,良,晴,コンジェスタス,西村淳也,牡3,57.0,16,6,13.7,1,2:09.9,35.3,0.0,518,-6,55134000,113,高野友和,Alamosa,中央,重賞
2026-05-09,京都,11,京都新聞杯,3歳OP,GII,2200,芝,良,晴,バドリナート,坂井瑠星,牡3,57.0,16,7,15.2,11,2:10.9,36.5,1.0,492,0,0,103,松永幹夫,Galileo,中央,重賞
2026-05-09,京都,2,3歳未勝利,3歳未勝利,,1800,ダート,良,晴,ココロヅヨサ,浜中俊,牡3,57.0,15,4,5.7,1,1:54.2,37.5,-0.9,454,-10,5900000,,田中克典,Bodemeister,中央,条件・未勝利
2026-05-09,京都,4,3歳未勝利,3歳未勝利牝,,2000,芝,良,晴,ヒメヒオウギ,幸英明,牝3,55.0,15,9,63.9,6,2:00.7,34.7,0.4,390,-4,0,,中竹和也,ステイゴールド,中央,条件・未勝利
2026-05-09,京都,4,3歳未勝利,3歳未勝利牝,,2000,芝,良,晴,エアリアルグレース,川又賢治,牝3,55.0,15,13,294.8,13,2:02.4,35.5,2.1,470,10,0,,吉村圭司,Astrology,中央,条件・未勝利
2026-05-09,東京,4,3歳未勝利,3歳未勝利,,2400,芝,良,晴,ボンボンベイビー,M.ディー,牡3,57.0,12,7,67.9,2,2:26.4,34.4,0.3,446,-2,2400000,,矢作芳人,Galileo,中央,条件・未勝利
2026-05-10,京都,4,3歳未勝利,3歳未勝利,,1600,芝,良,晴,ビッグヒーロー,M.デムーロ,牡3,57.0,16,1,1.9,4,1:33.4,34.0,0.3,490,2,890000,,福永祐一,Tale of Ekati,中央,条件・未勝利
2026-05-10,東京,11,NHKマイルC,3歳OP,GI,1600,芝,良,晴,ジーネキング,斎藤新,牡3,57.0,18,13,43.7,13,1:32.4,34.9,0.9,490,-4,0,106,斎藤誠,Into Mischief,中央,重賞
2026-05-10,東京,3,3歳未勝利,3歳未勝利,,1600,芝,良,晴,サンセリテ,D.レーン,牝3,55.0,18,3,5.6,10,1:35.3,34.2,0.7,440,-2,0,,鹿戸雄一,Street Sence,中央,条件・未勝利
2026-05-10,東京,3,3歳未勝利,3歳未勝利,,1600,芝,良,晴,リメンバーザネーム,佐々木大輔,牝3,55.0,18,8,41.1,16,1:35.9,34.0,1.3,494,初出走,0,,菊川正達,Frankel,中央,条件・未勝利
2026-05-10,東京,4,3歳未勝利,3歳未勝利,,2000,芝,良,晴,プリティウーマン,岩田望来,牝3,55.0,14,7,34.9,9,2:04.3,34.8,0.8,430,-26,0,,高橋一哉,Kingmambo,中央,条件・未勝利
2026-05-10,東京,4,3歳未勝利,3歳未勝利,,2000,芝,良,晴,ラルクアンレーヴ,松若風馬,牡3,57.0,14,8,36.8,11,2:04.4,34.1,0.9,478,6,0,,清水久詞,サクラバクシンオー,中央,条件・未勝利
2026-05-16,京都,1,3歳未勝利,3歳未勝利牝,,1400,ダート,良,晴,ルージュバロン,坂井瑠星,牝3,55.0,16,2,4.6,1,1:25.0,37.0,-0.1,456,-12,5900000,,福永祐一,Union Rags,中央,条件・未勝利
2026-05-16,京都,4,3歳未勝利,3歳未勝利,,2400,芝,良,晴,ドンテスタマスター,坂井瑠星,牡3,57.0,10,1,2.6,3,2:25.8,34.6,0.1,516,-4,1500000,,中内田充正,Intikhab,中央,条件・未勝利
2026-05-16,京都,5,3歳未勝利,3歳未勝利,,1800,芝,良,晴,ウイルソン,松山弘平,牡3,57.0,14,1,2.1,3,1:46.0,34.8,0.8,472,-2,1500000,,杉山晴紀,キングカメハメハ,中央,条件・未勝利
2026-05-16,京都,9,あずさ賞,3歳1勝,,2000,芝,良,晴,レッドラージャ,坂井瑠星,牡3,57.0,10,4,6.7,1,1:57.9,34.3,0.0,518,4,11624000,,友道康夫,Giant's Causeway,中央,条件・未勝利
2026-05-16,新潟,1,3歳未勝利,3歳未勝利,,1800,ダート,良,晴,カモンレイル,柴田裕一郎,セン3,55.0,15,11,123.3,11,1:58.4,41.7,4.1,428,-8,0,,中竹和也,ウォーエンブレム,中央,条件・未勝利
2026-05-16,新潟,3,3歳未勝利,3歳未勝利,,1600,芝,良,晴,リアライズガイザー,C.ルメール,牡3,57.0,16,2,3.8,13,1:36.4,35.9,1.6,522,8,0,,杉山晴紀,City Zip,中央,条件・未勝利
2026-05-16,新潟,4,3歳未勝利,3歳未勝利,,1800,ダート,良,晴,ゼランテ,武豊,牡3,57.0,11,4,8.4,9,1:57.3,39.9,2.7,486,-2,0,,松永幹夫,Uncle Mo,中央,条件・未勝利
2026-05-16,新潟,5,3歳未勝利,3歳未勝利,,1800,芝,良,晴,ヴェニゼロス,C.ルメール,牝3,55.0,16,2,3.8,4,1:49.1,34.7,1.0,422,-2,890000,,林徹,Skipshot,中央,条件・未勝利
2026-05-16,東京,4,3歳未勝利,3歳未勝利牝,,2000,芝,良,晴,ヒシナスキロ,D.レーン,牝3,55.0,13,2,2.9,2,2:00.3,33.4,0.0,440,初出走,2400000,,堀宣行,Tiz Wonderful,中央,条件・未勝利
2026-05-16,東京,4,3歳未勝利,3歳未勝利牝,,2000,芝,良,晴,ボーントゥラブユー,三浦皇成,牝3,55.0,13,6,18.7,5,2:00.5,34.1,0.2,478,6,590000,,小笠倫弘,Street Cry,中央,条件・未勝利
2026-05-16,東京,5,3歳未勝利,3歳未勝利,,1400,芝,良,晴,ハニージョー,D.レーン,牡3,57.0,18,2,3.7,3,1:21.1,34.3,0.8,510,2,1500000,,矢島大樹,Mizzen Mast,中央,条件・未勝利
2026-05-16,東京,6,3歳1勝クラス,3歳1勝,,2400,芝,良,晴,マジョレルブルー,戸崎圭太,牡3,57.0,8,3,3.1,1,2:25.1,34.3,0.0,478,0,8200000,,友道康夫,シンボリクリスエス,中央,条件・未勝利
2026-05-17,京都,4,3歳未勝利,3歳未勝利牝,,1600,芝,良,晴,エアヴァイブス,高杉吏麒,牝3,55.0,17,5,6.4,2,1:33.4,34.6,0.0,430,4,2400000,,福永祐一,ハービンジャー,中央,条件・未勝利
2026-05-17,京都,4,3歳未勝利,3歳未勝利牝,,1600,芝,良,晴,オーロラボレアリス,M.デムーロ,牝3,55.0,17,6,22.0,6,1:33.8,34.5,0.4,474,6,0,,吉岡辰弥,To Honor and Serve,中央,条件・未勝利
2026-05-17,京都,6,3歳1勝クラス,3歳1勝,,1800,ダート,良,晴,チェリヴェント,吉村誠之助,牡3,57.0,16,1,3.5,3,1:52.2,37.4,0.4,504,2,2100000,,清水久詞,Successful Appeal,中央,条件・未勝利
2026-05-17,新潟,3,3歳未勝利,3歳未勝利牝,,1200,ダート,良,晴,エコロセレナ,斎藤新,牝3,55.0,15,1,2.7,3,1:13.0,38.0,0.3,466,-2,1500000,,斎藤誠,アドマイヤムーン,中央,条件・未勝利
2026-05-17,東京,4,3歳未勝利,3歳未勝利,,1800,芝,良,晴,ルシアージュ,岩田望来,牝3,55.0,17,5,21.0,6,1:47.5,33.9,0.4,436,2,0,,高柳瑞樹,エイシンフラッシュ,中央,条件・未勝利
2026-05-23,京都,1,3歳未勝利,3歳未勝利,,1200,ダート,稍重,曇,レヴァンターセ,川端海翼,牡3,54.0,16,15,368.8,10,1:13.0,36.5,1.2,466,2,0,,田中克典,ヴィクトワールピサ,中央,条件・未勝利
2026-05-23,京都,5,3歳未勝利,3歳未勝利,,2200,芝,良,曇,スウィーティーベル,団野大成,牝3,55.0,14,4,7.7,6,2:15.1,36.2,0.8,398,-2,0,,田中克典,Star Dabbler,中央,条件・未勝利
2026-05-23,京都,9,メルボルンT,3歳1勝,,1600,芝,良,曇,スウィッチインラヴ,北村友一,牝3,55.0,11,1,3.5,5,1:33.3,34.7,0.4,460,-2,1140000,,矢作芳人,Galileo,中央,条件・未勝利
2026-05-23,東京,4,3歳未勝利,3歳未勝利,,1600,芝,良,曇,レアリゼソンレーヴ,佐々木大輔,牡3,57.0,18,3,5.7,18,1:35.8,36.7,2.1,472,-10,0,,大竹正博,Dubawi,中央,条件・未勝利
2026-05-23,東京,5,3歳未勝利,3歳未勝利,,2000,芝,良,曇,ヤマメホープ,田辺裕信,牡3,57.0,17,6,9.3,2,2:00.8,33.6,0.2,478,4,2400000,,久保田貴士,Hard Spun,中央,条件・未勝利
2026-05-23,東京,6,3歳1勝クラス,3歳1勝,,1600,ダート,重,曇,スカイストライプス,C.ルメール,牡3,57.0,14,1,2.5,3,1:36.9,35.5,0.5,494,0,2100000,,安田翔伍,Equal Stripes,中央,条件・未勝利
2026-05-24,京都,1,3歳未勝利,3歳未勝利牝,,1800,ダート,良,晴,エアリアルグレース,川又賢治,牝3,55.0,15,14,148.2,7,1:56.0,39.1,1.6,470,0,0,,吉村圭司,Astrology,中央,条件・未勝利
2026-05-24,京都,3,3歳未勝利,3歳未勝利,,1600,芝,良,晴,ゴッドレイ,松若風馬,牝3,55.0,18,8,29.2,13,1:34.3,36.2,1.4,392,-6,0,,杉山晴紀,ダイワメジャー,中央,条件・未勝利
2026-05-24,京都,3,3歳未勝利,3歳未勝利,,1600,芝,良,晴,アスクウルトラモア,長浜鴻緒,牡3,56.0,18,17,411.3,16,1:34.9,36.3,2.0,394,2,0,,前川恭子,Kendargent,中央,条件・未勝利
2026-05-24,京都,6,3歳1勝クラス,3歳1勝,,1900,ダート,良,晴,アンソニー,M.デムーロ,牡3,57.0,15,6,15.0,9,2:00.5,39.8,1.7,496,0,0,,安田翔伍,ヨハネスブルグ,中央,条件・未勝利
2026-05-24,新潟,2,3歳未勝利,3歳未勝利牝,,1200,ダート,稍重,小雨,メイワメジェール,大久保友雅,牝3,52.0,14,7,20.3,4,1:13.0,38.7,0.5,466,-2,890000,,茶木太樹,Oflee Wild,中央,条件・未勝利
2026-05-24,新潟,5,3歳未勝利,3歳未勝利,,2000,芝,稍重,曇,ダノンミッドナイト,小沢大仁,牡3,57.0,16,1,4.4,6,2:04.2,36.4,0.4,486,0,0,,中内田充正,キンシャサノキセキ,中央,条件・未勝利
2026-05-24,高知,1,3歳-6,3歳6組,,1300,ダート,不良,曇,シティプロスパー,吉原寛人,牝3,55.0,9,1,1.5,1,1:23.4,38.3,-0.1,430,-4,600000,,打越勇児,City Zip,地方,条件・未勝利
2026-05-25,金沢,7,ピンクコーラル特別,3歳B1,,1400,ダート,良,晴,フィオーレクラウド,加藤翔馬,牝3,55.0,9,4,9.0,2,1:34.7,41.6,0.2,463,2,153000,,加藤和義,シンボリクリスエス,地方,条件・未勝利
2026-05-30,京都,3,3歳未勝利,3歳未勝利,,1400,芝,良,晴,ゴッドアイ,武豊,牝3,55.0,17,3,5.6,5,1:20.6,35.2,0.3,420,-6,590000,,橋口慎介,アドマイヤムーン,中央,条件・未勝利
2026-05-30,京都,4,3歳未勝利,3歳未勝利,,2400,芝,良,晴,ドンテスタマスター,坂井瑠星,牡3,57.0,18,2,3.7,2,2:25.7,35.3,0.4,516,0,2400000,,杉山晴紀,Intikhab,中央,条件・未勝利
2026-05-30,京都,4,3歳未勝利,3歳未勝利,,2400,芝,良,晴,ラルクアンレーヴ,吉村誠之助,牡3,57.0,18,9,65.4,14,2:27.8,36.2,2.5,470,-8,0,,清水久詞,サクラバクシンオー,中央,条件・未勝利
2026-05-30,東京,2,3歳未勝利,3歳未勝利,,2400,芝,良,晴,ジングアップ,佐々木大輔,牡3,57.0,16,4,14.2,4,2:25.3,35.2,0.7,448,2,890000,,大竹正博,Storm Cat,中央,条件・未勝利
2026-05-31,ウッドバイン,10,Maiden Claiming,3yo&up Maiden,,1408,AW,Fast,晴,Grand Warrior,R M Hernandes,セン3,,8,2,,5,1:26.02,39.0,0.4,,,0,,D Desruiseaux,アグネスデジタル,海外,条件・未勝利
2026-05-31,京都,1,3歳未勝利,3歳未勝利牝,,1800,ダート,良,晴,マリノエステーラ,柴田裕一郎,牝3,53.0,16,12,106.1,5,1:54.7,37.9,1.2,434,12,590000,,中竹和也,First Samurai,中央,条件・未勝利
2026-05-31,京都,11,白百合S,3歳OP,L,1800,芝,良,晴,バースデイフライト,田口貫太,牝3,55.0,9,6,16.9,4,1:47.3,32.8,0.2,450,2,3200000,96,新谷功一,War Front,中央,リステッド
2026-05-31,京都,11,白百合S,3歳OP,L,1800,芝,良,晴,ムスクレスト,鮫島克駿,牡3,57.0,9,7,27.4,5,1:47.8,33.2,0.7,468,-4,2100000,95,安田翔伍,Temple City,中央,リステッド
2026-05-31,京都,5,3歳未勝利,3歳未勝利,,1600,芝,良,晴,エアヴァイブス,高杉吏麒,牝3,55.0,18,1,2.5,7,1:33.9,34.8,0.4,426,-4,0,,福永祐一,ハービンジャー,中央,条件・未勝利
2026-05-31,東京,11,東京優駿,3歳OP,GI,2400,芝,良,晴,ゴーイントゥスカイ,武豊,牡3,57.0,18,3,6.6,4,2:22.8,32.8,0.1,498,-6,45000000,117,上原佑紀,Tapit,中央,重賞
2026-05-31,東京,11,東京優駿,3歳OP,GI,2400,芝,良,晴,コンジェスタス,西村淳也,牡3,57.0,18,6,13.2,9,2:23.1,33.6,0.4,508,-10,0,114,高野友和,Alamosa,中央,重賞
2026-05-31,東京,4,3歳未勝利,3歳未勝利,,1600,芝,良,晴,ルシアージュ,丸山元気,牝3,55.0,18,6,23.8,5,1:34.6,34.0,0.8,432,-4,590000,,高柳瑞樹,エイシンフラッシュ,中央,条件・未勝利
2026-06-04,園田,10,氷ノ山特別,3歳登録馬,,1400,ダート,稍重,曇,トゥレネヴェリテ,田野豊,牡3,57.0,11,5,19.8,2,1:30.9,39.7,0.8,455,1,600000,,中竹和也,Cozzene,地方,条件・未勝利
2026-06-06,東京,7,3歳未勝利,3歳未勝利,,2000,芝,良,晴,ヤマメホープ,戸崎圭太,牡3,57.0,16,4,7.4,5,1:59.9,34.1,0.3,480,2,580000,,久保田貴士,Hard Spun,中央,条件・未勝利
2026-06-06,東京,9,稲城特別,3歳上1勝,,2400,芝,良,晴,ヴォートセレスト,石川裕紀人,牡3,54.0,12,5,18.0,6,2:25.3,33.9,0.7,508,12,0,,奥村武,American Post,中央,条件・未勝利
2026-06-06,阪神,12,3歳以上1勝クラス,3歳上1勝,,1400,ダート,良,晴,ルージュバロン,坂井瑠星,牝3,53.0,16,2,5.1,3,1:24.2,37.3,0.1,460,4,2100000,,福永祐一,Union Rags,中央,条件・未勝利
2026-06-06,阪神,5,メイクデビュー阪神,2歳新馬,,1600,芝,良,晴,シャプシュ,田山旺佑,牝2,53.0,6,6,20.7,5,1:37.7,33.5,1.4,430,初出走,780000,,新谷功一,ロードカナロア,中央,条件・未勝利
2026-06-06,阪神,7,3歳未勝利,3歳未勝利,,1600,芝,良,晴,シャロン,鮫島克駿,牝3,55.0,18,18,452.7,8,1:33.4,34.2,0.6,432,0,0,,杉山晴紀,American Pharoah,中央,条件・未勝利
2026-06-06,阪神,7,3歳未勝利,3歳未勝利,,1600,芝,良,晴,マヤノイマジン,古川奈穂,牝3,53.0,18,13,179.1,15,1:35.0,35.2,2.2,450,初出走,0,,矢作芳人,Frankel,中央,条件・未勝利
